common,latin,year,source,pub.year,pub.title
Band-tailed Pigeon,Patagioenas fasciata,2009,Wildlife Society Bulletin,2005,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Condor,1940,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Physiological Zoology,1975,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,BioScience,1991,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Condor,1960,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Journal of Wildlife Management,1977,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Blue Jay,1985,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Condor,2000,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Comparative Biochemistry and Physiology Part A: Physiology,1988,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Canadian Journal of Zoology,1970,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Auk,2003,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Northwestern Naturalist,1992,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Condor,1913,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Physiological Zoology,1931,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,North American Fauna,1947,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Journal of Wildlife Management,1993,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,Natural Areas Journal,2006,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Condor,1913,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Band-tailed Pigeon,Patagioenas fasciata,2009,The Journal of Wildlife Management,1995,"COSEWIC assessment and status report on the Band-tailed Pigeon, Patagioenas fasciata, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/560-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Canadian Journal of Fisheries and Aquatic Sciences,1990,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Rockfishes of the genus Sebastes: Their reproduction and early life history,1991,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Environmental Biology of Fishes,1986,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Rockfishes of the genus Sebastes: Their reproduction and early life history,1991,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Genetics,1964,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Marine Ecology Progress Series,2002,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Environmental Biology of Fishes,1986,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,ICES Journal of Marine Science,2007,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Marine Ecology Progress Series,2004,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,The Biological Bulletin,1984,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Canadian Journal of Zoology,1998,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Yelloweye Rockfish,Sebastes ruberrimus,2009,Rockfishes of the genus Sebastes: Their reproduction and early life history,1991,"COSEWIC assessment and status report on the Yelloweye Rockfish, Sebastes ruberrimus, Pacific Ocean inside waters population; Pacific Ocean outside waters population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/571-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,The Auk,1986,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Ostrich,2003,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Conservation Biology,2002,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,NA,1983,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Biological Conservation,2003,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Ibis,2007,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Molecular Phylogenetics and Evolution,2006,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Ecological Applications,2006,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,NA,1993,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,NA,1986,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Forest Ecology and Management,2006,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Conservation Biology,2003,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,Ecology,2006,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Whip-poor-will,Caprimulgus vociferus,2009,NA,1909,"COSEWIC assessment and status report on the Whip-poor-will, Caprimulgus vociferus, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/574-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Toxicology and Environmental Health,1991,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,1979,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Environmental Pollution,2008,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1990,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1987,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Conservation Biology,2002,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Mammalia,2000,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1960,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1988,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,BioScience,2005,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Chelonian Conservation and Biology,2011,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Wildlife Society Bulletin,2004,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,American Zoologist,1994,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,2004,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Conservation Biology,1996,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Human Dimensions of Wildlife,2007,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1981,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Environmental Toxicology and Chemistry,1995,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,1991,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Morphology,1976,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,1994,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Archives of Environmental Contamination and Toxicology,1994,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Conservation Biology,2000,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Conservation Biology,2004,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Oecologia,1982,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Archives of Environmental Contamination and Toxicology,1993,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Environmental Health Perspectives,1998,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Chelonian Conservation and Biology,2007,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Animal Conservation,2006,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1996,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1991,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1979,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Conservation Biology,2005,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1989,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1991,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,NA,1997,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,The Journal of Parasitology,1990,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1994,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1980,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Experimental Gerontology,2003,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Systematic Zoology,1984,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,1987,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Environmental Management,2008,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,BioScience,2008,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Archives of Environmental Contamination and Toxicology,2001,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1998,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,1997,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,NA,1988,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Biological Conservation,2007,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1990,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Environmental Pollution,1998,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Journal of Herpetology,1983,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1994,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1998,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Canadian Journal of Zoology,1987,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Biological Conservation,2005,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Biological Conservation,2008,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Archives of Environmental Contamination and Toxicology,2004,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Biodiversity and Conservation,1995,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Copeia,1994,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Snapping Turtle,Chelydra serpentina,2009,Biological Conservation,2005,"COSEWIC assessment and status report on the Snapping Turtle, Chelydra serpentina, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/565-2009E-PDF Publications - Canada.ca"
Bent Spike-rush,Eleocharis geniculata,2009,Botanical Gazette,1882,"COSEWIC assessment and status report on the Bent Spike-rush, Eleocharis geniculata, Great Lakes Plains population, Southern Mountain population, in Canada. Committee on the Status of Endangered Wildlife in Canada.: CW69-14/581-2009E-PDF Publications - Canada.ca"
