Citing document Overton id,Source of citing document,Source sector of citing document,Source organisation type of citing document,Source function of citing document,Source country of citing document,Published on date of citing document,Title of citing document,Type of citation,Cited identifier,Cited title,Cited source or journal,Cited source sector,Cited source organisation type,Cited source function,Cited source country,Cited published on date
governmentofcanada-0148657def4df7da44901e9c784dc51a,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,1970-01-01,"COSEWIC assessment and status report on the Atlantic Sturgeon, Acipenser oxyrinchus, St. Lawrence populations, Maritimes populations, in Canada .: CW69-14/636-2011E-PDF Publications - Canada.ca",scholarly,10.1577/1548-8454(2001)063<0272:tiosot>2.0.co;2,The Influence of Salinity on the Growth of Juvenile Shortnose Sturgeon,North American Journal of Aquaculture,,,,,2001-10-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",policy,iucn-b2b70bf22caf19030ceff4aaf34080e8,2000 IUCN red list of threatened species,International Union for Conservation of Nature,Third Sector,IGO,"International Body|OVSEP|Top-Level Authority|OVSEP|Professional Network, Association, Union or Cooperative|OVSEP|Initiative, Programme or Project|OVSEP|Policy Centre|OVSEP|Research Centre",France,2000-01-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1111/j.1365-2435.2007.01261.x,Selection by a predispersal seed predator constrains the evolution of avian seed dispersal in pines,Functional Ecology,,,,,2007-06-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1890/09-0655.1,Whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the Greater Yellowstone Ecosystem,Ecological Applications,,,,,2010-06-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1007/s10584-010-9858-x,"Forest ecosystems, disturbance, and climatic change in Washington State, USA",Climatic Change,,,,,2010-09-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1111/j.1558-5646.1990.tb05941.x,HOST EFFECTS ON FERTILITY AND REPRODUCTIVE SUCCESS OF DENDROCTONUS PONDEROSAE HOPKINS (COLEOPTERA: SCOLYTIDAE),Evolution,,,,,1990-05-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1016/j.tree.2007.04.005,The fungal dimension of biological invasions,Trends in Ecology & Evolution,,,,,2007-09-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.2307/3872534,Use of Pine Nuts by Grizzly and Black Bears in the Yellowstone Area,Bears: Their Biology and Management,,,,,1983-01-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1016/j.foreco.2007.10.008,"Holocene records of Dendroctonus bark beetles in high elevation pine forests of Idaho and Montana, USA",Forest Ecology and Management,,,,,2008-03-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1093/oxfordjournals.aob.a088209,Evolutionary Response to Global Climatic Change,Annals of Botany,,,,,1991-06-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1006/qres.1995.1071,A Dendroclimatic Reconstruction of Annual Precipitation on the Western Canadian Prairies since A.D. 1505 from Pinus flexilis James,Quaternary Research,,,,,1995-09-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1016/j.foreco.2008.10.034,Regeneration of Rocky Mountain bristlecone pine (Pinus aristata) and limber pine (Pinus flexilis) three decades after stand-replacing fires,Forest Ecology and Management,,,,,2009-02-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.5962/bhl.title.115367,Natural regions and subregions of Alberta : Natural Regions Committee /,,,,,,2006-01-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.2307/25065300,Phylogeny and Classification of Pinus,Taxon,,,,,2005-02-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.4039/ent121149-2,"HOST EFFECTS ON THE PHENOLOGY, DEVELOPMENT, AND MORTALITY OF FIELD POPULATIONS OF THE MOUNTAIN PINE BEETLE, DENDROCTONUS PONDEROSAE HOPKINS (COLEOPTERA: SCOLYTIDAE)",The Canadian Entomologist,,,,,1989-02-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1641/b571106,Potential Impacts of Climate Change on the Distribution of North American Trees,BioScience,,,,,2007-12-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1111/j.1439-0329.2006.00432.x,Pedicularis and Castilleja are natural hosts of Cronartium ribicola in North America: a first report,Forest Pathology,,,,,2006-04-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1046/j.1365-294x.2000.00840.x,Glacial refugia of limber pine (Pinus flexilis James) inferred from the population structure of mitochondrial DNA,Molecular Ecology,,,,,2000-01-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.2307/3236026,Stand dynamics ofPinus flexilis-dominated subalpine forests in the Colorado Front Range,Journal of Vegetation Science,,,,,1991-08-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.2307/2657162,"Genetic Responses to Climate in Pinus contorta: Niche Breadth, Climate Change, and Reforestation",Ecological Monographs,,,,,1999-08-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1046/j.1365-2540.2000.00684.x,Paternity and gene dispersal in limber pine (Pinus flexilis James),Heredity,,,,,2000-03-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.2307/2656832,"Morphological variation of Pinus flexilis (Pinaceae), a bird-dispersed pine, across a range of elevations",American Journal of Botany,,,,,2000-12-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1139/x09-033,Potential effects of climate change on ecosystem distribution in Alberta,Canadian Journal of Forest Research,,,,,2009-05-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1111/j.1439-0329.2010.00656.x,Current health issues and management strategies for white pines in the western United States and Canada,Forest Pathology,,,,,2010-08-16
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1093/icb/19.4.1065,"Competition Among Insects, Birds and Mammals for Conifer Steeds",American Zoologist,,,,,1979-11-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.3732/ajb.92.12.2086,Evolutionary relationships among Pinus (Pinaceae) subsections inferred from multiple low-copy nuclear loci,American Journal of Botany,,,,,2005-12-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1111/j.1365-3059.2010.02406.x,Climate change and forest diseases,Plant Pathology,,,,,2011-02-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1007/s00572-009-0274-x,"Ectomycorrhizal lifestyle in fungi: global diversity, distribution, and evolution of phylogenetic lineages",Mycorrhiza,,,,,2010-04-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1007/bf02214330,The evolution of bird-dispersed pines,Evolutionary Ecology,,,,,1990-07-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1094/pdis-91-4-0467a,"First Report of the White Pine Blister Rust Fungus, Cronartium ribicola, on Pedicularis bracteosa",Plant Disease,,,,,2007-04-01
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.1111/j.1439-0329.2010.00658.x,Biology and pathology of Ribes and their implications for management of white pine blister rust,Forest Pathology,,,,,2010-08-16
governmentofcanada-12beca442bb3bae7c05fccb0a3826b87,Government of Canada,Public Sector,Government,National Body|OVSEP|Mixed Roles|OVSEP|Public Service,Canada,2014-01-01,"COSEWIC assessment and status report on the Limber Pine, Pinus flexilis, in Canada / [by] Committee on the Status of Endangered Wildlife in Canada.",scholarly,10.2307/2426351,A Comparison of Limber Pine (Pinus flexilis) Ages at Lower and Upper Treeline Sites East of the Continental Divide in Colorado,American Midland Naturalist,,,,,1995-01-01
